REGIAO,COD UF,UF,NOME MUNIC,POP EST,CLASSE POP,Rede,Taxa de Aprovação - 2017,"IDEB
2017
(N x P)"
3 - Sudeste,31,MG,Santo Hipólito,3218,1 - Até 5000,Municipal,"99,5","6,4"
3 - Sudeste,31,MG,Santo Hipólito,3218,1 - Até 5000,Pública,"99,5","6,4"
3 - Sudeste,31,MG,Santos Dumont,47561,4 - 20001 até 50000,Estadual,"99,6","6,2"
3 - Sudeste,31,MG,Santos Dumont,47561,4 - 20001 até 50000,Municipal,"97,1","5,8"
3 - Sudeste,31,MG,Santos Dumont,47561,4 - 20001 até 50000,Pública,"98,6","6,0"
3 - Sudeste,31,MG,São Bento Abade,5159,2 - 5001 até 10000,Municipal,"98,3","6,4"
3 - Sudeste,31,MG,São Bento Abade,5159,2 - 5001 até 10000,Pública,"98,3","6,4"
3 - Sudeste,31,MG,São Brás do Suaçuí,3747,1 - Até 5000,Municipal,"99,6","7,5"
3 - Sudeste,31,MG,São Brás do Suaçuí,3747,1 - Até 5000,Pública,"99,6","7,5"
3 - Sudeste,31,MG,São Domingos das Dores,5697,2 - 5001 até 10000,Municipal,"100,0","7,1"
3 - Sudeste,31,MG,São Domingos das Dores,5697,2 - 5001 até 10000,Pública,"100,0","7,1"
3 - Sudeste,31,MG,São Domingos do Prata,17787,3 - 10001 até 20000,Estadual,"99,7","7,3"
3 - Sudeste,31,MG,São Domingos do Prata,17787,3 - 10001 até 20000,Municipal,"99,7","6,5"
3 - Sudeste,31,MG,São Domingos do Prata,17787,3 - 10001 até 20000,Pública,"99,7","7,3"
3 - Sudeste,31,MG,São Félix de Minas,3458,1 - Até 5000,Municipal,"100,0","5,6"
3 - Sudeste,31,MG,São Félix de Minas,3458,1 - Até 5000,Pública,"100,0","5,6"
3 - Sudeste,31,MG,São Francisco,56805,5 - 50001 até 100000,Estadual,"99,3","5,7"
3 - Sudeste,31,MG,São Francisco,56805,5 - 50001 até 100000,Municipal,"95,6","5,4"
3 - Sudeste,31,MG,São Francisco,56805,5 - 50001 até 100000,Pública,"97,5","5,6"
3 - Sudeste,31,MG,São Francisco de Paula,6673,2 - 5001 até 10000,Municipal,"94,7","6,5"
3 - Sudeste,31,MG,São Francisco de Paula,6673,2 - 5001 até 10000,Pública,"94,7","6,5"
3 - Sudeste,31,MG,São Francisco de Sales,6224,2 - 5001 até 10000,Municipal,"99,5","6,1"
3 - Sudeste,31,MG,São Francisco de Sales,6224,2 - 5001 até 10000,Pública,"99,5","6,1"
3 - Sudeste,31,MG,São Francisco do Glória,5085,2 - 5001 até 10000,Municipal,"99,3","6,5"
3 - Sudeste,31,MG,São Francisco do Glória,5085,2 - 5001 até 10000,Pública,"99,3","6,5"
3 - Sudeste,31,MG,São Geraldo,11905,3 - 10001 até 20000,Estadual,"98,9","6,5"
3 - Sudeste,31,MG,São Geraldo,11905,3 - 10001 até 20000,Municipal,"100,0","7,6"
3 - Sudeste,31,MG,São Geraldo,11905,3 - 10001 até 20000,Pública,"99,5","6,9"
3 - Sudeste,31,MG,São Geraldo da Piedade,4214,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,São Geraldo da Piedade,4214,1 - Até 5000,Municipal,"99,7","6,5"
3 - Sudeste,31,MG,São Geraldo da Piedade,4214,1 - Até 5000,Pública,"99,7","6,5"
3 - Sudeste,31,MG,São Geraldo do Baixio,3920,1 - Até 5000,Municipal,"98,0","5,8"
3 - Sudeste,31,MG,São Geraldo do Baixio,3920,1 - Até 5000,Pública,"98,0","5,8"
3 - Sudeste,31,MG,São Gonçalo do Abaeté,6898,2 - 5001 até 10000,Estadual,"100,0","7,2"
3 - Sudeste,31,MG,São Gonçalo do Abaeté,6898,2 - 5001 até 10000,Municipal,"99,1","6,9"
3 - Sudeste,31,MG,São Gonçalo do Abaeté,6898,2 - 5001 até 10000,Pública,"99,3","7,0"
3 - Sudeste,31,MG,São Gonçalo do Pará,11985,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,São Gonçalo do Pará,11985,3 - 10001 até 20000,Municipal,"99,6","7,1"
3 - Sudeste,31,MG,São Gonçalo do Pará,11985,3 - 10001 até 20000,Pública,"99,6","7,1"
3 - Sudeste,31,MG,São Gonçalo do Rio Abaixo,10773,3 - 10001 até 20000,Estadual,-,-
3 - Sudeste,31,MG,São Gonçalo do Rio Abaixo,10773,3 - 10001 até 20000,Municipal,"99,8","7,0"
3 - Sudeste,31,MG,São Gonçalo do Rio Abaixo,10773,3 - 10001 até 20000,Pública,"99,8","7,0"
3 - Sudeste,31,MG,São Gonçalo do Sapucaí,25517,4 - 20001 até 50000,Estadual,"99,5","6,0"
3 - Sudeste,31,MG,São Gonçalo do Sapucaí,25517,4 - 20001 até 50000,Municipal,"99,5","7,1"
3 - Sudeste,31,MG,São Gonçalo do Sapucaí,25517,4 - 20001 até 50000,Pública,"99,5","6,9"
3 - Sudeste,31,MG,São Gotardo,35016,4 - 20001 até 50000,Estadual,"99,1","6,1"
3 - Sudeste,31,MG,São Gotardo,35016,4 - 20001 até 50000,Municipal,"98,7","6,9"
3 - Sudeste,31,MG,São Gotardo,35016,4 - 20001 até 50000,Pública,"98,9","6,4"
3 - Sudeste,31,MG,São João Batista do Glória,7431,2 - 5001 até 10000,Municipal,"100,0","7,2"
3 - Sudeste,31,MG,São João Batista do Glória,7431,2 - 5001 até 10000,Pública,"100,0","7,2"
3 - Sudeste,31,MG,São João da Lagoa,4942,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,São João da Lagoa,4942,1 - Até 5000,Municipal,"99,7","6,6"
3 - Sudeste,31,MG,São João da Lagoa,4942,1 - Até 5000,Pública,"99,7","6,6"
3 - Sudeste,31,MG,São João da Mata,2811,1 - Até 5000,Municipal,"94,1","6,7"
3 - Sudeste,31,MG,São João da Mata,2811,1 - Até 5000,Pública,"94,1","6,7"
3 - Sudeste,31,MG,São João da Ponte,25856,4 - 20001 até 50000,Estadual,"99,8","6,2"
3 - Sudeste,31,MG,São João da Ponte,25856,4 - 20001 até 50000,Municipal,"97,6","5,0"
3 - Sudeste,31,MG,São João da Ponte,25856,4 - 20001 até 50000,Pública,"98,2","5,8"
3 - Sudeste,31,MG,São João das Missões,12862,3 - 10001 até 20000,Municipal,"89,0","4,9"
3 - Sudeste,31,MG,São João das Missões,12862,3 - 10001 até 20000,Pública,"91,5","5,1"
3 - Sudeste,31,MG,São João del Rei,90263,5 - 50001 até 100000,Estadual,"99,4","6,9"
3 - Sudeste,31,MG,São João del Rei,90263,5 - 50001 até 100000,Municipal,"95,1","6,2"
3 - Sudeste,31,MG,São João del Rei,90263,5 - 50001 até 100000,Pública,"97,3","6,6"
3 - Sudeste,31,MG,São João do Manhuaçu,11367,3 - 10001 até 20000,Estadual,"99,5","6,2"
3 - Sudeste,31,MG,São João do Manhuaçu,11367,3 - 10001 até 20000,Municipal,"90,1","5,9"
3 - Sudeste,31,MG,São João do Manhuaçu,11367,3 - 10001 até 20000,Pública,"92,2","5,9"
3 - Sudeste,31,MG,São João do Manteninha,5759,2 - 5001 até 10000,Municipal,"99,1","7,3"
3 - Sudeste,31,MG,São João do Manteninha,5759,2 - 5001 até 10000,Pública,"99,1","7,3"
3 - Sudeste,31,MG,São João do Oriente,7819,2 - 5001 até 10000,Estadual,"99,0","6,7"
3 - Sudeste,31,MG,São João do Oriente,7819,2 - 5001 até 10000,Municipal,"100,0","6,2"
3 - Sudeste,31,MG,São João do Oriente,7819,2 - 5001 até 10000,Pública,"99,5","6,5"
3 - Sudeste,31,MG,São João do Pacuí,4396,1 - Até 5000,Estadual,"100,0",-
3 - Sudeste,31,MG,São João do Pacuí,4396,1 - Até 5000,Municipal,"100,0","5,7"
3 - Sudeste,31,MG,São João do Pacuí,4396,1 - Até 5000,Pública,"100,0","5,7"
3 - Sudeste,31,MG,São João do Paraíso,23729,4 - 20001 até 50000,Estadual,"99,9","7,0"
3 - Sudeste,31,MG,São João do Paraíso,23729,4 - 20001 até 50000,Municipal,"99,7","6,7"
3 - Sudeste,31,MG,São João do Paraíso,23729,4 - 20001 até 50000,Pública,"99,8","6,9"
3 - Sudeste,31,MG,São João Evangelista,16083,3 - 10001 até 20000,Estadual,"100,0","5,9"
3 - Sudeste,31,MG,São João Evangelista,16083,3 - 10001 até 20000,Municipal,"97,3","5,9"
3 - Sudeste,31,MG,São João Evangelista,16083,3 - 10001 até 20000,Pública,"97,7","5,9"
3 - Sudeste,31,MG,São João Nepomuceno,26538,4 - 20001 até 50000,Estadual,"98,7","5,5"
3 - Sudeste,31,MG,São João Nepomuceno,26538,4 - 20001 até 50000,Municipal,"94,9","6,4"
3 - Sudeste,31,MG,São João Nepomuceno,26538,4 - 20001 até 50000,Pública,"95,7","6,2"
3 - Sudeste,31,MG,São Joaquim de Bicas,30160,4 - 20001 até 50000,Estadual,"99,2","6,3"
3 - Sudeste,31,MG,São Joaquim de Bicas,30160,4 - 20001 até 50000,Municipal,"98,6","6,2"
3 - Sudeste,31,MG,São Joaquim de Bicas,30160,4 - 20001 até 50000,Pública,"98,7","6,2"
3 - Sudeste,31,MG,São José da Barra,7374,2 - 5001 até 10000,Estadual,"100,0","7,5"
3 - Sudeste,31,MG,São José da Barra,7374,2 - 5001 até 10000,Municipal,"100,0","8,5"
3 - Sudeste,31,MG,São José da Barra,7374,2 - 5001 até 10000,Pública,"100,0","8,1"
3 - Sudeste,31,MG,São José da Lapa,22910,4 - 20001 até 50000,Municipal,"94,2","5,7"
3 - Sudeste,31,MG,São José da Lapa,22910,4 - 20001 até 50000,Pública,"94,2","5,7"
3 - Sudeste,31,MG,São José da Safira,4303,1 - Até 5000,Estadual,"100,0",-
3 - Sudeste,31,MG,São José da Safira,4303,1 - Até 5000,Municipal,"100,0","6,1"
3 - Sudeste,31,MG,São José da Safira,4303,1 - Até 5000,Pública,"100,0","6,1"
3 - Sudeste,31,MG,São José da Varginha,4834,1 - Até 5000,Municipal,"100,0","6,4"
3 - Sudeste,31,MG,São José da Varginha,4834,1 - Até 5000,Pública,"100,0","6,4"
3 - Sudeste,31,MG,São José do Alegre,4228,1 - Até 5000,Municipal,"98,5","6,7"
3 - Sudeste,31,MG,São José do Alegre,4228,1 - Até 5000,Pública,"98,5","6,7"
3 - Sudeste,31,MG,São José do Divino,3946,1 - Até 5000,Estadual,"100,0","5,8"
3 - Sudeste,31,MG,São José do Divino,3946,1 - Até 5000,Municipal,"99,1","5,5"
3 - Sudeste,31,MG,São José do Divino,3946,1 - Até 5000,Pública,"99,4","5,6"
3 - Sudeste,31,MG,São José do Goiabal,5633,2 - 5001 até 10000,Estadual,"99,0","5,4"
3 - Sudeste,31,MG,São José do Goiabal,5633,2 - 5001 até 10000,Municipal,"100,0","6,0"
3 - Sudeste,31,MG,São José do Goiabal,5633,2 - 5001 até 10000,Pública,"99,7","5,9"
3 - Sudeste,31,MG,São José do Jacuri,6650,2 - 5001 até 10000,Estadual,"100,0","6,4"
3 - Sudeste,31,MG,São José do Jacuri,6650,2 - 5001 até 10000,Pública,"99,6","6,4"
3 - Sudeste,31,MG,São José do Mantimento,2787,1 - Até 5000,Municipal,"99,6","5,8"
3 - Sudeste,31,MG,São José do Mantimento,2787,1 - Até 5000,Pública,"99,6","5,8"
3 - Sudeste,31,MG,São Lourenço,45457,4 - 20001 até 50000,Estadual,"100,0","7,1"
3 - Sudeste,31,MG,São Lourenço,45457,4 - 20001 até 50000,Municipal,"95,2","6,8"
3 - Sudeste,31,MG,São Lourenço,45457,4 - 20001 até 50000,Pública,"96,4","6,9"
3 - Sudeste,31,MG,São Miguel do Anta,7045,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,São Miguel do Anta,7045,2 - 5001 até 10000,Municipal,"95,5","6,3"
3 - Sudeste,31,MG,São Miguel do Anta,7045,2 - 5001 até 10000,Pública,"95,5","6,3"
3 - Sudeste,31,MG,São Pedro da União,4911,1 - Até 5000,Municipal,"95,0","8,0"
3 - Sudeste,31,MG,São Pedro da União,4911,1 - Até 5000,Pública,"95,0","8,0"
3 - Sudeste,31,MG,São Pedro dos Ferros,8181,2 - 5001 até 10000,Estadual,"97,7",-
3 - Sudeste,31,MG,São Pedro dos Ferros,8181,2 - 5001 até 10000,Municipal,"100,0","5,4"
3 - Sudeste,31,MG,São Pedro dos Ferros,8181,2 - 5001 até 10000,Pública,"99,6","5,3"
3 - Sudeste,31,MG,São Pedro do Suaçuí,5494,2 - 5001 até 10000,Estadual,"100,0","5,7"
3 - Sudeste,31,MG,São Pedro do Suaçuí,5494,2 - 5001 até 10000,Municipal,"92,2","5,9"
3 - Sudeste,31,MG,São Pedro do Suaçuí,5494,2 - 5001 até 10000,Pública,"93,5","5,8"
3 - Sudeste,31,MG,São Romão,11892,3 - 10001 até 20000,Municipal,"96,3","5,7"
3 - Sudeste,31,MG,São Romão,11892,3 - 10001 até 20000,Pública,"96,3","5,7"
3 - Sudeste,31,MG,São Roque de Minas,7092,2 - 5001 até 10000,Municipal,"99,2","6,9"
3 - Sudeste,31,MG,São Roque de Minas,7092,2 - 5001 até 10000,Pública,"99,2","6,9"
3 - Sudeste,31,MG,São Sebastião da Bela Vista,5438,2 - 5001 até 10000,Municipal,"98,2","6,6"
3 - Sudeste,31,MG,São Sebastião da Bela Vista,5438,2 - 5001 até 10000,Pública,"98,2","6,6"
3 - Sudeste,31,MG,São Sebastião da Vargem Alegre,3006,1 - Até 5000,Municipal,"96,3","6,0"
3 - Sudeste,31,MG,São Sebastião da Vargem Alegre,3006,1 - Até 5000,Pública,"96,3","6,0"
3 - Sudeste,31,MG,São Sebastião do Anta,6419,2 - 5001 até 10000,Municipal,"99,4","6,3"
3 - Sudeste,31,MG,São Sebastião do Anta,6419,2 - 5001 até 10000,Pública,"99,4","6,3"
3 - Sudeste,31,MG,São Sebastião do Maranhão,10511,3 - 10001 até 20000,Estadual,"99,1","5,9"
3 - Sudeste,31,MG,São Sebastião do Maranhão,10511,3 - 10001 até 20000,Pública,"98,6","5,9"
3 - Sudeste,31,MG,São Sebastião do Oeste,6589,2 - 5001 até 10000,Municipal,"97,2",-
3 - Sudeste,31,MG,São Sebastião do Oeste,6589,2 - 5001 até 10000,Pública,"97,2",-
3 - Sudeste,31,MG,São Sebastião do Paraíso,70533,5 - 50001 até 100000,Estadual,"99,9","6,8"
3 - Sudeste,31,MG,São Sebastião do Paraíso,70533,5 - 50001 até 100000,Municipal,"95,4","7,0"
3 - Sudeste,31,MG,São Sebastião do Paraíso,70533,5 - 50001 até 100000,Pública,"96,7","6,9"
3 - Sudeste,31,MG,São Sebastião do Rio Preto,1582,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,São Sebastião do Rio Preto,1582,1 - Até 5000,Municipal,"96,8","6,4"
3 - Sudeste,31,MG,São Sebastião do Rio Preto,1582,1 - Até 5000,Pública,"96,8","6,4"
3 - Sudeste,31,MG,São Sebastião do Rio Verde,2249,1 - Até 5000,Municipal,"97,5","6,5"
3 - Sudeste,31,MG,São Sebastião do Rio Verde,2249,1 - Até 5000,Pública,"97,5","6,5"
3 - Sudeste,31,MG,São Tiago,11073,3 - 10001 até 20000,Estadual,"100,0","6,3"
3 - Sudeste,31,MG,São Tiago,11073,3 - 10001 até 20000,Municipal,"99,5","7,1"
3 - Sudeste,31,MG,São Tiago,11073,3 - 10001 até 20000,Pública,"99,7","6,8"
3 - Sudeste,31,MG,São Tomás de Aquino,7222,2 - 5001 até 10000,Municipal,"97,0","5,9"
3 - Sudeste,31,MG,São Tomás de Aquino,7222,2 - 5001 até 10000,Pública,"97,0","5,9"
3 - Sudeste,31,MG,São Thomé das Letras,7106,2 - 5001 até 10000,Estadual,"100,0",-
3 - Sudeste,31,MG,São Thomé das Letras,7106,2 - 5001 até 10000,Pública,"99,7",-
3 - Sudeste,31,MG,São Vicente de Minas,7672,2 - 5001 até 10000,Municipal,"93,7","6,5"
3 - Sudeste,31,MG,São Vicente de Minas,7672,2 - 5001 até 10000,Pública,"93,7","6,5"
3 - Sudeste,31,MG,Sapucaí-Mirim,6850,2 - 5001 até 10000,Municipal,"98,3","5,8"
3 - Sudeste,31,MG,Sapucaí-Mirim,6850,2 - 5001 até 10000,Pública,"98,3","5,8"
3 - Sudeste,31,MG,Sardoá,6198,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Sardoá,6198,2 - 5001 até 10000,Municipal,"98,4","6,2"
3 - Sudeste,31,MG,Sardoá,6198,2 - 5001 até 10000,Pública,"98,4","6,2"
3 - Sudeste,31,MG,Sarzedo,31037,4 - 20001 até 50000,Municipal,"98,9","7,0"
3 - Sudeste,31,MG,Sarzedo,31037,4 - 20001 até 50000,Pública,"98,9","7,0"
3 - Sudeste,31,MG,Setubinha,12060,3 - 10001 até 20000,Estadual,"99,9","6,0"
3 - Sudeste,31,MG,Setubinha,12060,3 - 10001 até 20000,Pública,"99,6","6,0"
3 - Sudeste,31,MG,Sem-Peixe,2776,1 - Até 5000,Municipal,"100,0","6,4"
3 - Sudeste,31,MG,Sem-Peixe,2776,1 - Até 5000,Pública,"100,0","6,4"
3 - Sudeste,31,MG,Senador Amaral,5439,2 - 5001 até 10000,Estadual,"100,0","6,8"
3 - Sudeste,31,MG,Senador Amaral,5439,2 - 5001 até 10000,Municipal,"100,0","6,5"
3 - Sudeste,31,MG,Senador Amaral,5439,2 - 5001 até 10000,Pública,"100,0","6,7"
3 - Sudeste,31,MG,Senador Cortes,2049,1 - Até 5000,Municipal,"93,7","5,4"
3 - Sudeste,31,MG,Senador Cortes,2049,1 - Até 5000,Pública,"93,7","5,4"
3 - Sudeste,31,MG,Senador Firmino,7792,2 - 5001 até 10000,Municipal,"97,5","6,7"
3 - Sudeste,31,MG,Senador Firmino,7792,2 - 5001 até 10000,Pública,"97,5","6,7"
3 - Sudeste,31,MG,Senador José Bento,1672,1 - Até 5000,Municipal,"98,7","6,5"
3 - Sudeste,31,MG,Senador José Bento,1672,1 - Até 5000,Pública,"98,7","6,5"
3 - Sudeste,31,MG,Senador Modestino Gonçalves,4410,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Senador Modestino Gonçalves,4410,1 - Até 5000,Municipal,"100,0","7,0"
3 - Sudeste,31,MG,Senador Modestino Gonçalves,4410,1 - Até 5000,Pública,"100,0","7,0"
3 - Sudeste,31,MG,Senhora de Oliveira,5892,2 - 5001 até 10000,Estadual,"50,0",-
3 - Sudeste,31,MG,Senhora de Oliveira,5892,2 - 5001 até 10000,Municipal,"97,9","7,0"
3 - Sudeste,31,MG,Senhora de Oliveira,5892,2 - 5001 até 10000,Pública,"97,4","7,0"
3 - Sudeste,31,MG,Senhora do Porto,3602,1 - Até 5000,Municipal,"94,0","5,2"
3 - Sudeste,31,MG,Senhora do Porto,3602,1 - Até 5000,Pública,"94,0","5,2"
3 - Sudeste,31,MG,Senhora dos Remédios,10622,3 - 10001 até 20000,Estadual,"99,7","6,7"
3 - Sudeste,31,MG,Senhora dos Remédios,10622,3 - 10001 até 20000,Municipal,-,-
3 - Sudeste,31,MG,Senhora dos Remédios,10622,3 - 10001 até 20000,Pública,"99,8","6,7"
3 - Sudeste,31,MG,Sericita,7434,2 - 5001 até 10000,Municipal,"96,3","6,1"
3 - Sudeste,31,MG,Sericita,7434,2 - 5001 até 10000,Pública,"96,3","6,1"
3 - Sudeste,31,MG,Seritinga,1874,1 - Até 5000,Municipal,"93,8","6,9"
3 - Sudeste,31,MG,Seritinga,1874,1 - Até 5000,Pública,"93,8","6,9"
3 - Sudeste,31,MG,Serra Azul de Minas,4372,1 - Até 5000,Estadual,"98,8","5,3"
3 - Sudeste,31,MG,Serra Azul de Minas,4372,1 - Até 5000,Municipal,-,-
3 - Sudeste,31,MG,Serra Azul de Minas,4372,1 - Até 5000,Pública,"95,5","5,2"
3 - Sudeste,31,MG,Serra da Saudade,812,1 - Até 5000,Municipal,"100,0",-
3 - Sudeste,31,MG,Serra da Saudade,812,1 - Até 5000,Pública,"100,0",-
3 - Sudeste,31,MG,Serra dos Aimorés,8809,2 - 5001 até 10000,Estadual,"100,0","5,1"
3 - Sudeste,31,MG,Serra dos Aimorés,8809,2 - 5001 até 10000,Municipal,"99,3","5,7"
3 - Sudeste,31,MG,Serra dos Aimorés,8809,2 - 5001 até 10000,Pública,"99,5","5,5"
3 - Sudeste,31,MG,Serra do Salitre,11491,3 - 10001 até 20000,Estadual,"100,0","5,5"
3 - Sudeste,31,MG,Serra do Salitre,11491,3 - 10001 até 20000,Municipal,"100,0","6,7"
3 - Sudeste,31,MG,Serra do Salitre,11491,3 - 10001 até 20000,Pública,"100,0","6,5"
3 - Sudeste,31,MG,Serrania,7812,2 - 5001 até 10000,Municipal,"97,5","6,3"
3 - Sudeste,31,MG,Serrania,7812,2 - 5001 até 10000,Pública,"97,5","6,3"
3 - Sudeste,31,MG,Serranópolis de Minas,4769,1 - Até 5000,Estadual,"100,0","6,1"
3 - Sudeste,31,MG,Serranópolis de Minas,4769,1 - Até 5000,Pública,"100,0","6,1"
3 - Sudeste,31,MG,Serranos,2023,1 - Até 5000,Estadual,-,-
3 - Sudeste,31,MG,Serranos,2023,1 - Até 5000,Municipal,"96,2","6,3"
3 - Sudeste,31,MG,Serranos,2023,1 - Até 5000,Pública,"96,2","6,3"
3 - Sudeste,31,MG,Serro,21435,4 - 20001 até 50000,Estadual,"99,6","5,8"
3 - Sudeste,31,MG,Serro,21435,4 - 20001 até 50000,Pública,"99,6","5,8"
3 - Sudeste,31,MG,Sete Lagoas,236228,6 - 100001 até 500000,Estadual,"99,2","6,8"
3 - Sudeste,31,MG,Sete Lagoas,236228,6 - 100001 até 500000,Municipal,"99,4","5,9"
3 - Sudeste,31,MG,Sete Lagoas,236228,6 - 100001 até 500000,Pública,"99,3","6,4"
3 - Sudeste,31,MG,Silveirânia,2292,1 - Até 5000,Municipal,"91,1","6,5"
3 - Sudeste,31,MG,Silveirânia,2292,1 - Até 5000,Pública,"91,1","6,5"
3 - Sudeste,31,MG,Silvianópolis,6314,2 - 5001 até 10000,Municipal,"97,3","6,8"
3 - Sudeste,31,MG,Silvianópolis,6314,2 - 5001 até 10000,Pública,"97,3","6,8"
3 - Sudeste,31,MG,Simão Pereira,2651,1 - Até 5000,Municipal,"78,7","3,7"
3 - Sudeste,31,MG,Simão Pereira,2651,1 - Até 5000,Pública,"78,7","3,7"
3 - Sudeste,31,MG,Simonésia,19633,3 - 10001 até 20000,Estadual,"99,7","5,6"
3 - Sudeste,31,MG,Simonésia,19633,3 - 10001 até 20000,Municipal,"99,7",-
3 - Sudeste,31,MG,Simonésia,19633,3 - 10001 até 20000,Pública,"99,7","5,7"
3 - Sudeste,31,MG,Sobrália,5791,2 - 5001 até 10000,Estadual,"100,0","5,8"
3 - Sudeste,31,MG,Sobrália,5791,2 - 5001 até 10000,Municipal,"100,0","5,8"
3 - Sudeste,31,MG,Sobrália,5791,2 - 5001 até 10000,Pública,"100,0","5,8"
3 - Sudeste,31,MG,Soledade de Minas,6131,2 - 5001 até 10000,Municipal,"97,0","7,0"
3 - Sudeste,31,MG,Soledade de Minas,6131,2 - 5001 até 10000,Pública,"97,0","7,0"
3 - Sudeste,31,MG,Tabuleiro,3963,1 - Até 5000,Municipal,"90,0","5,7"
3 - Sudeste,31,MG,Tabuleiro,3963,1 - Até 5000,Pública,"90,0","5,7"
3 - Sudeste,31,MG,Taiobeiras,33824,4 - 20001 até 50000,Estadual,"99,9","7,0"
3 - Sudeste,31,MG,Taiobeiras,33824,4 - 20001 até 50000,Municipal,"98,9","6,6"
3 - Sudeste,31,MG,Taiobeiras,33824,4 - 20001 até 50000,Pública,"99,4","6,8"
3 - Sudeste,31,MG,Taparuba,3196,1 - Até 5000,Municipal,"99,1","6,7"
3 - Sudeste,31,MG,Taparuba,3196,1 - Até 5000,Pública,"99,1","6,7"
3 - Sudeste,31,MG,Tapira,4650,1 - Até 5000,Municipal,"91,0","6,2"
3 - Sudeste,31,MG,Tapira,4650,1 - Até 5000,Pública,"91,0","6,2"
3 - Sudeste,31,MG,Tapiraí,1921,1 - Até 5000,Municipal,"100,0",-
3 - Sudeste,31,MG,Tapiraí,1921,1 - Até 5000,Pública,"100,0",-
3 - Sudeste,31,MG,Taquaraçu de Minas,4075,1 - Até 5000,Municipal,"93,8","5,7"
3 - Sudeste,31,MG,Taquaraçu de Minas,4075,1 - Até 5000,Pública,"93,8","5,7"
3 - Sudeste,31,MG,Tarumirim,14667,3 - 10001 até 20000,Estadual,"100,0","6,1"
3 - Sudeste,31,MG,Tarumirim,14667,3 - 10001 até 20000,Municipal,"100,0","5,9"
3 - Sudeste,31,MG,Tarumirim,14667,3 - 10001 até 20000,Pública,"100,0","6,0"
3 - Sudeste,31,MG,Teixeiras,11836,3 - 10001 até 20000,Estadual,"95,1","5,1"
3 - Sudeste,31,MG,Teixeiras,11836,3 - 10001 até 20000,Municipal,"93,0","6,8"
3 - Sudeste,31,MG,Teixeiras,11836,3 - 10001 até 20000,Pública,"93,3","6,1"
3 - Sudeste,31,MG,Teófilo Otoni,141934,6 - 100001 até 500000,Estadual,"99,1","5,7"
3 - Sudeste,31,MG,Teófilo Otoni,141934,6 - 100001 até 500000,Municipal,"95,4","5,9"
3 - Sudeste,31,MG,Teófilo Otoni,141934,6 - 100001 até 500000,Pública,"97,4","5,7"
3 - Sudeste,31,MG,Timóteo,88931,5 - 50001 até 100000,Estadual,"99,7","7,1"
3 - Sudeste,31,MG,Timóteo,88931,5 - 50001 até 100000,Municipal,"97,5","6,2"
3 - Sudeste,31,MG,Timóteo,88931,5 - 50001 até 100000,Pública,"98,7","6,7"
3 - Sudeste,31,MG,Tiradentes,7807,2 - 5001 até 10000,Municipal,"94,4","5,7"
3 - Sudeste,31,MG,Tiradentes,7807,2 - 5001 até 10000,Pública,"94,4","5,7"
3 - Sudeste,31,MG,Tiros,6795,2 - 5001 até 10000,Estadual,-,-
3 - Sudeste,31,MG,Tiros,6795,2 - 5001 até 10000,Municipal,"100,0","6,9"
3 - Sudeste,31,MG,Tiros,6795,2 - 5001 até 10000,Pública,"100,0","6,9"
3 - Sudeste,31,MG,Tocantins,16766,3 - 10001 até 20000,Estadual,"100,0","6,5"
3 - Sudeste,31,MG,Tocantins,16766,3 - 10001 até 20000,Municipal,"99,5","6,7"
3 - Sudeste,31,MG,Tocantins,16766,3 - 10001 até 20000,Pública,"99,8","6,6"
3 - Sudeste,31,MG,Tocos do Moji,4147,1 - Até 5000,Municipal,"96,9","6,8"
3 - Sudeste,31,MG,Tocos do Moji,4147,1 - Até 5000,Pública,"96,9","6,8"
3 - Sudeste,31,MG,Toledo,6232,2 - 5001 até 10000,Municipal,"90,2","6,0"
3 - Sudeste,31,MG,Toledo,6232,2 - 5001 até 10000,Pública,"90,2","6,0"
3 - Sudeste,31,MG,Tombos,8772,2 - 5001 até 10000,Estadual,"100,0","5,7"
3 - Sudeste,31,MG,Tombos,8772,2 - 5001 até 10000,Municipal,"98,4","6,4"
3 - Sudeste,31,MG,Tombos,8772,2 - 5001 até 10000,Pública,"98,6","6,3"
3 - Sudeste,31,MG,Três Corações,78999,5 - 50001 até 100000,Estadual,"99,6","7,2"
3 - Sudeste,31,MG,Três Corações,78999,5 - 50001 até 100000,Municipal,"98,4","6,3"
3 - Sudeste,31,MG,Três Corações,78999,5 - 50001 até 100000,Pública,"98,8","6,8"
3 - Sudeste,31,MG,Três Marias,31687,4 - 20001 até 50000,Estadual,"98,5","6,9"
3 - Sudeste,31,MG,Três Marias,31687,4 - 20001 até 50000,Municipal,"98,4","6,6"
3 - Sudeste,31,MG,Três Marias,31687,4 - 20001 até 50000,Pública,"98,4","6,6"
