Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio
Lagoa Dourada,0.00,87.00,0.00,290.00,474.00,290.00,558.00,255.00,139.00,0.00,0.00,0.00,0.00,6.00,0.00,36.00,0.00,0.00,0.00,0.00,0.00,0.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00
Lagoa Formosa,0.00,202.00,0.00,333.00,"1,042.00",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,8.00,12.00,0.00,0.00,32.00,65.00,33.00,0.00,71.50,0.00,0.00,0.00,0.00,0.00,0.00
Lagoa Grande,134.00,0.00,0.00,195.00,453.00,31.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,19.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00
Lagoa Santa,141.00,865.00,0.00,"1,203.00","1,994.00",0.00,"1,387.00",0.00,"1,119.00",0.00,0.00,0.00,0.00,408.00,211.00,358.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00
Lajinha,90.00,38.00,0.00,517.00,428.00,303.00,425.00,74.00,24.00,0.00,0.00,0.00,0.00,14.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,26.50,0.00,0.00,0.00,0.00,0.00,0.00
Lambari,116.00,0.00,0.00,388.00,643.00,181.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,36.00,0.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,189.00,0.00,0.00,0.00,0.00,0.00,0.00
Lamim,0.00,0.00,0.00,102.00,0.00,123.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Laranjal,13.00,40.00,0.00,128.00,321.00,0.00,219.00,0.00,34.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lassance,0.00,0.00,0.00,185.00,190.00,178.00,0.00,112.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Lavras,"1,529.00",208.00,103.00,"1,619.00","3,024.00",279.00,"1,550.00",283.00,201.00,0.00,0.00,0.00,0.00,639.00,541.00,427.00,0.00,0.00,0.00,62.00,0.00,105.00,76.00,0.00,0.00,0.00,0.00,0.00,0.00
Leandro Ferreira,0.00,38.00,0.00,84.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00
Leme do Prado,109.00,0.00,0.00,122.00,0.00,76.00,0.00,105.00,23.00,0.00,0.00,0.00,0.00,7.00,0.00,187.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Leopoldina,121.00,93.00,210.00,440.00,"1,486.00",131.00,"1,270.00",0.00,138.00,0.00,0.00,0.00,0.00,41.00,7.00,266.00,0.00,0.00,215.00,61.00,122.00,0.00,54.00,0.00,0.00,0.00,0.00,0.00,0.00
Liberdade,0.00,0.00,0.00,90.00,299.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,27.00,0.00,0.00,0.00,0.00,0.00,0.00
Lima Duarte,132.00,0.00,0.00,324.00,804.00,105.00,34.00,38.00,0.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Limeira do Oeste,43.00,39.00,0.00,177.00,529.00,68.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,14.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00
Lontra,70.00,85.00,0.00,231.00,224.00,33.00,158.00,0.00,225.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luisburgo,86.00,0.00,0.00,136.00,237.00,300.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luislândia,0.00,76.00,0.00,181.00,58.00,109.00,0.00,82.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luminárias,72.00,0.00,35.00,73.00,342.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Luz,217.00,0.00,0.00,361.00,534.00,18.00,295.00,0.00,0.00,0.00,0.00,0.00,0.00,66.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00
Machacalis,60.00,0.00,0.00,176.00,385.00,51.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,46.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Machado,497.00,0.00,580.00,102.00,665.00,385.00,0.00,0.00,103.00,0.00,0.00,0.00,0.00,83.00,20.00,54.00,0.00,0.00,131.00,0.00,0.00,0.00,67.00,0.00,0.00,0.00,0.00,0.00,0.00
Madre de Deus de Minas,0.00,0.00,0.00,124.00,205.00,6.00,0.00,0.00,96.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00
Malacacheta,28.00,147.00,0.00,367.00,132.00,227.00,0.00,164.00,26.00,0.00,0.00,0.00,0.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,44.50,0.00,0.00,0.00,0.00,0.00,0.00
Mamonas,69.00,0.00,0.00,89.00,305.00,69.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manga,129.00,170.00,0.00,504.00,692.00,173.00,330.00,148.00,113.00,0.00,0.00,0.00,0.00,33.00,14.00,20.00,0.00,241.00,27.00,0.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manhuaçu,270.00,0.00,62.00,"2,012.00","1,894.00",745.00,718.00,0.00,161.00,0.00,0.00,0.00,0.00,73.00,0.00,293.00,0.00,0.00,624.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Manhumirim,71.00,0.00,68.00,342.00,968.00,144.00,305.00,0.00,439.00,0.00,0.00,0.00,0.00,19.00,11.00,34.00,0.00,0.00,52.00,0.00,0.00,0.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00
Mantena,134.00,43.00,0.00,531.00,"1,697.00",97.00,561.00,79.00,0.00,0.00,0.00,0.00,0.00,71.00,0.00,0.00,0.00,0.00,79.00,0.00,0.00,63.00,45.50,0.00,0.00,0.00,0.00,0.00,0.00
Mar de Espanha,0.00,124.00,0.00,257.00,17.00,0.00,2.00,0.00,258.00,0.00,0.00,0.00,0.00,3.00,0.00,47.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maravilhas,88.00,27.00,0.00,152.00,231.00,80.00,205.00,63.00,132.00,0.00,0.00,0.00,0.00,24.00,0.00,42.00,0.00,0.00,0.00,0.00,0.00,0.00,13.50,0.00,0.00,0.00,0.00,0.00,0.00
Maria da Fé,91.00,13.00,0.00,294.00,633.00,142.00,494.00,0.00,0.00,0.00,0.00,0.00,0.00,85.00,47.00,0.00,0.00,0.00,35.00,14.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Mariana,561.00,0.00,52.00,"1,133.00","1,448.00",193.00,"1,484.00",385.00,709.00,0.00,0.00,0.00,0.00,101.00,73.00,328.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marilac,218.00,0.00,0.00,125.00,306.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,14.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mário Campos,0.00,0.00,0.00,383.00,276.00,18.00,0.00,0.00,784.00,0.00,0.00,0.00,0.00,16.00,11.00,18.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Maripá de Minas,0.00,44.00,0.00,73.00,0.00,0.00,0.00,0.00,370.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marliéria,0.00,60.00,0.00,107.00,268.00,26.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,8.00,0.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Marmelópolis,0.00,0.00,0.00,77.00,152.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Martinho Campos,351.00,0.00,0.00,279.00,318.00,61.00,230.00,42.00,0.00,0.00,0.00,0.00,0.00,16.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.50,0.00,0.00,0.00,0.00,0.00,0.00
Martins Soares,51.00,0.00,0.00,183.00,480.00,148.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mata Verde,118.00,0.00,0.00,186.00,376.00,19.00,260.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Materlândia,0.00,0.00,0.00,112.00,211.00,87.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,140.00,41.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mateus Leme,0.00,150.00,0.00,811.00,"2,272.00",174.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,55.00,44.00,224.00,0.00,0.00,76.00,0.00,0.00,0.00,27.50,0.00,0.00,0.00,0.00,0.00,0.00
Mathias Lobato,40.00,85.00,0.00,114.00,309.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matias Barbosa,79.00,0.00,0.00,252.00,693.00,0.00,57.00,0.00,81.00,0.00,0.00,0.00,0.00,6.00,2.00,40.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matias Cardoso,49.00,158.00,0.00,303.00,527.00,58.00,216.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,28.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matipó,0.00,0.00,0.00,356.00,443.00,167.00,95.00,62.00,1.00,0.00,0.00,0.00,0.00,14.00,0.00,61.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mato Verde,0.00,60.00,0.00,206.00,0.00,422.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21.00,0.00,19.00,0.00,0.00,0.00,47.00,0.00,53.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Matozinhos,293.00,0.00,0.00,888.00,"1,274.00",0.00,662.00,0.00,2.00,0.00,0.00,0.00,0.00,47.00,0.00,126.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,0.00,0.00,0.00,0.00,0.00,0.00
Matutina,30.00,55.00,0.00,47.00,182.00,28.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
Medeiros,0.00,88.00,0.00,82.00,142.00,67.00,170.00,50.00,25.00,0.00,0.00,0.00,0.00,5.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Medina,146.00,0.00,23.00,443.00,561.00,235.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,63.00,0.00,23.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mendes Pimentel,0.00,25.00,0.00,128.00,227.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mercês,177.00,0.00,37.00,164.00,0.00,61.00,0.00,0.00,510.00,0.00,0.00,0.00,0.00,16.00,12.00,22.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00
Mesquita,0.00,62.00,0.00,150.00,267.00,91.00,0.00,39.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Minas Novas,126.00,164.00,0.00,567.00,241.00,514.00,323.00,123.00,0.00,0.00,0.00,0.00,0.00,27.00,10.00,65.00,0.00,96.00,66.00,0.00,0.00,0.00,14.50,0.00,0.00,0.00,0.00,0.00,0.00
Minduri,0.00,39.00,0.00,87.00,247.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,0.00,0.00,0.00,0.00,0.00
Mirabela,147.00,47.00,53.00,222.00,365.00,121.00,0.00,108.00,62.00,0.00,0.00,0.00,0.00,13.00,0.00,20.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Miradouro,0.00,0.00,0.00,192.00,306.00,207.00,0.00,228.00,0.00,0.00,0.00,0.00,0.00,56.00,33.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00
Miraí,33.00,0.00,0.00,232.00,553.00,67.00,62.00,0.00,46.00,0.00,0.00,0.00,0.00,31.00,18.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,29.50,0.00,0.00,0.00,0.00,0.00,0.00
Miravânia,123.00,0.00,141.00,0.00,0.00,165.00,0.00,197.00,0.00,0.00,0.00,0.00,0.00,34.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moeda,0.00,0.00,0.00,120.00,239.00,134.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,22.00,0.00,30.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Moema,68.00,0.00,0.00,176.00,306.00,29.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Monjolos,0.00,26.00,0.00,50.00,41.00,10.00,0.00,0.00,60.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Monsenhor Paulo,0.00,0.00,0.00,202.00,134.00,57.00,272.00,0.00,24.00,0.00,0.00,0.00,0.00,16.00,0.00,17.00,0.00,0.00,55.00,1.00,7.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Montalvânia,116.00,0.00,162.00,150.00,194.00,196.00,66.00,37.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.00,0.00,0.00,0.00,0.00,0.00
Monte Alegre de Minas,204.00,0.00,194.00,162.00,588.00,208.00,343.00,150.00,79.00,0.00,0.00,0.00,0.00,11.00,1.00,115.00,0.00,0.00,0.00,0.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00
Monte Azul,142.00,0.00,0.00,398.00,0.00,134.00,0.00,171.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,19.00,0.00,176.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Monte Belo,170.00,0.00,0.00,232.00,558.00,0.00,63.00,0.00,87.00,0.00,0.00,0.00,0.00,9.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00
Monte Carmelo,366.00,0.00,0.00,961.00,536.00,349.00,274.00,182.00,0.00,0.00,0.00,0.00,0.00,44.00,0.00,43.00,0.00,0.00,219.00,0.00,0.00,0.00,68.50,0.00,0.00,0.00,0.00,0.00,0.00
Monte Formoso,0.00,15.00,0.00,109.00,218.00,223.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Monte Santo de Minas,256.00,49.00,152.00,233.00,889.00,0.00,0.00,0.00,240.00,0.00,0.00,0.00,0.00,52.00,31.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Monte Sião,384.00,76.00,250.00,220.00,"1,126.00",111.00,688.00,102.00,0.00,0.00,0.00,0.00,0.00,67.00,28.00,72.00,0.00,0.00,0.00,0.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,0.00,0.00
Montes Claros,427.00,"3,234.00",173.00,"6,076.00","5,183.00",761.00,"2,710.00",616.00,"8,053.00",0.00,0.00,0.00,0.00,961.00,627.00,763.00,0.00,44.00,72.00,559.00,23.00,939.00,304.00,0.00,0.00,0.00,0.00,0.00,0.00
Montezuma,0.00,72.00,0.00,152.00,188.00,204.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Morada Nova de Minas,210.00,0.00,0.00,190.00,451.00,87.00,287.00,74.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.50,0.00,0.00,0.00,0.00,0.00,0.00
Morro da Garça,30.00,0.00,0.00,62.00,123.00,29.00,196.00,22.00,60.00,0.00,0.00,0.00,0.00,9.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Morro do Pilar,0.00,0.00,0.00,79.00,0.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,25.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Munhoz,0.00,31.00,0.00,157.00,348.00,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Muriaé,895.00,379.00,506.00,"1,466.00","3,164.00",94.00,"1,361.00",48.00,457.00,0.00,0.00,0.00,0.00,369.00,111.00,90.00,0.00,0.00,36.00,17.00,15.00,33.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Mutum,0.00,0.00,21.00,570.00,490.00,442.00,0.00,117.00,0.00,0.00,0.00,0.00,0.00,23.00,10.00,18.00,0.00,0.00,0.00,75.00,0.00,0.00,41.50,0.00,0.00,0.00,0.00,0.00,0.00
Muzambinho,174.00,0.00,56.00,256.00,739.00,159.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,4.00,3.00,0.00,0.00,272.00,0.00,0.00,0.00,0.00,65.00,0.00,0.00,0.00,0.00,0.00,0.00
Nacip Raydan,0.00,0.00,0.00,53.00,148.00,19.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,32.00,17.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nanuque,172.00,0.00,16.00,619.00,565.00,71.00,369.00,84.00,111.00,0.00,0.00,0.00,0.00,29.00,0.00,159.00,0.00,0.00,57.00,0.00,0.00,21.00,58.50,0.00,0.00,0.00,0.00,0.00,0.00
Naque,0.00,117.00,0.00,189.00,503.00,0.00,0.00,0.00,33.00,0.00,0.00,0.00,0.00,16.00,12.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Natalândia,34.00,38.00,0.00,92.00,278.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Natércia,81.00,0.00,41.00,26.00,129.00,11.00,0.00,0.00,103.00,0.00,0.00,0.00,0.00,10.00,8.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,10.50,0.00,0.00,0.00,0.00,0.00,0.00
Nazareno,47.00,50.00,0.00,189.00,513.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00
Nepomuceno,107.00,0.00,40.00,414.00,678.00,108.00,0.00,0.00,38.00,0.00,0.00,0.00,0.00,34.00,23.00,14.00,0.00,0.00,206.00,0.00,21.00,0.00,105.00,0.00,0.00,0.00,0.00,0.00,0.00
Ninheira,0.00,110.00,0.00,248.00,295.00,321.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova Belém,0.00,72.00,0.00,90.00,146.00,115.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,35.00,31.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova Era,12.00,132.00,22.00,390.00,879.00,0.00,0.00,0.00,118.00,0.00,0.00,0.00,0.00,19.00,0.00,39.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova Lima,"1,046.00",237.00,77.00,"1,719.00","4,726.00",0.00,225.00,0.00,182.00,0.00,0.00,0.00,0.00,206.00,96.00,316.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova Módica,0.00,0.00,0.00,93.00,229.00,47.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,15.00,0.00,0.00,89.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova Ponte,0.00,210.00,0.00,381.00,952.00,77.00,556.00,67.00,0.00,0.00,0.00,0.00,0.00,201.00,10.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.50,0.00,0.00,0.00,0.00,0.00,0.00
Nova Porteirinha,95.00,0.00,32.00,122.00,155.00,169.00,86.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,12.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova Resende,173.00,0.00,23.00,332.00,937.00,212.00,130.00,0.00,0.00,0.00,0.00,0.00,0.00,41.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova Serrana,976.00,0.00,0.00,"2,429.00","4,425.00",453.00,"3,028.00",181.00,611.00,0.00,0.00,0.00,0.00,108.00,0.00,47.00,0.00,0.00,0.00,25.00,0.00,37.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Nova União,0.00,0.00,0.00,145.00,347.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Novo Cruzeiro,158.00,158.00,0.00,637.00,358.00,595.00,341.00,119.00,97.00,0.00,0.00,0.00,0.00,26.00,0.00,73.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Novo Oriente de Minas,91.00,0.00,0.00,255.00,208.00,292.00,0.00,121.00,0.00,0.00,0.00,0.00,0.00,26.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Novorizonte,74.00,0.00,0.00,114.00,0.00,317.00,0.00,113.00,0.00,0.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olaria,0.00,0.00,0.00,44.00,106.00,13.00,116.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Olhos-dÁgua,10.00,61.00,0.00,159.00,356.00,57.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,35.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
Olímpio Noronha,0.00,0.00,0.00,57.00,181.00,0.00,153.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oliveira,314.00,72.00,0.00,685.00,887.00,126.00,310.00,0.00,96.00,0.00,0.00,0.00,0.00,96.00,63.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,34.50,0.00,0.00,0.00,0.00,0.00,0.00
Oliveira Fortes,0.00,14.00,0.00,30.00,48.00,0.00,89.00,0.00,50.00,0.00,0.00,0.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Onça de Pitangui,0.00,34.00,0.00,76.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Oratórios,37.00,37.00,0.00,141.00,347.00,0.00,316.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,44.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
