Municipios,Creche Integral,Creche Parcial,Pré-Escola Integral,Pré-Escola Parcial,Sér. Iniciais Urbana,Sér. Iniciais Rural,Sér. Finais Urbana,Sér. Finais Rural,Tempo Integral,Urbano,Rural,Tempo Integral.1,Integ. a Ed. Prof.,Educação Especial,AEE,Aval. no Proc.,Integ. à Ed. Prof. de nível médio,Educação Indigena/Quilombola,Creche Integral.1,Creche Parcial.1,Pré-Escola Integral.1,Pré-Escola Parcial.1,Ed. Especial,Ensino Fund. Sér. Finais Rural,Ensino Médio Rural,Ensino Médio Integ. à Ed. Prof.,Ed. Indíg./ Quil.,EJA - Aval. no Proc.,EJA - Int Ed. Profis. de Nível Médio,Total Matriculados
Felixlândia,56.0,33.0,0.0,267.0,739.0,68.0,481.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,1694.0
Fernandes Tourinho,0.0,41.0,0.0,65.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0
Ferros,24.0,103.0,0.0,206.0,0.0,102.0,0.0,0.0,163.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610.0
Fervedouro,0.0,41.0,0.0,285.0,251.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0
Florestal,0.0,137.0,0.0,192.0,339.0,22.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,804.0
Formiga,776.0,12.0,512.0,577.0,1814.0,97.0,753.0,58.0,506.0,0.0,0.0,0.0,0.0,84.0,79.0,19.0,0.0,0.0,60.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,5424.0
Formoso,0.0,63.0,0.0,237.0,353.0,147.0,77.0,102.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,987.0
Fortaleza de Minas,0.0,15.0,0.0,75.0,208.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0
Fortuna de Minas,54.0,33.0,0.0,78.0,218.0,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581.0
Francisco Badaró,0.0,58.0,0.0,154.0,0.0,173.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0
Francisco Dumont,53.0,0.0,0.0,117.0,291.0,59.0,0.0,33.0,35.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,601.0
Francisco Sá,0.0,235.0,0.0,532.0,394.0,289.0,113.0,76.0,17.0,0.0,0.0,0.0,0.0,46.0,0.0,36.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1801.0
Franciscópolis,0.0,0.0,0.0,121.0,276.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0
Frei Gaspar,0.0,19.0,0.0,152.0,101.0,295.0,0.0,212.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,786.0
Frei Inocêncio,110.0,0.0,20.0,174.0,297.0,72.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0
Frei Lagonegro,0.0,37.0,0.0,91.0,0.0,167.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,412.0
Fronteira,138.0,0.0,0.0,324.0,859.0,44.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,34.0,13.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1484.0
Fronteira dos Vales,0.0,0.0,0.0,96.0,130.0,104.0,0.0,95.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,434.0
Fruta de Leite,55.0,0.0,0.0,92.0,0.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0
Frutal,425.0,0.0,321.0,440.0,2198.0,295.0,0.0,214.0,296.0,0.0,0.0,0.0,0.0,192.0,134.0,166.0,0.0,0.0,278.0,0.0,172.0,55.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,5248.0
Funilândia,0.0,96.0,0.0,137.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0
Galiléia,0.0,0.0,0.0,154.0,424.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,739.0
Gameleiras,0.0,52.0,0.0,129.0,11.0,85.0,0.0,80.0,58.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462.0
Glaucilândia,0.0,17.0,0.0,73.0,106.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0
Goiabeira,72.0,0.0,0.0,89.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,428.0
Goianá,0.0,0.0,0.0,111.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,388.0
Gonçalves,0.0,14.0,0.0,81.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.0
Gonzaga,0.0,0.0,0.0,157.0,307.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622.0
Gouveia,0.0,101.0,0.0,266.0,408.0,98.0,0.0,66.0,39.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,1025.0
Governador Valadares,3436.0,0.0,4963.0,0.0,0.0,0.0,0.0,0.0,10691.0,0.0,0.0,0.0,0.0,4.0,0.0,522.0,0.0,0.0,1995.0,52.0,114.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21868.0
Grão Mogol,157.0,0.0,0.0,275.0,305.0,436.0,292.0,210.0,99.0,0.0,0.0,0.0,0.0,24.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1813.0
Grupiara,0.0,16.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0
Guanhães,150.0,0.0,0.0,772.0,1046.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,54.0,0.0,0.0,159.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,2468.0
Guapé,133.0,18.0,1.0,290.0,255.0,110.0,0.0,179.0,143.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,1210.0
Guaraciaba,0.0,46.0,0.0,178.0,0.0,181.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,471.0
Guaraciama,63.0,0.0,0.0,126.0,362.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,569.0
Guaranésia,175.0,0.0,0.0,367.0,594.0,31.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,18.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.0
Guarani,95.0,0.0,0.0,202.0,376.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,55.0,30.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,872.0
Guarará,0.0,0.0,0.0,82.0,128.0,0.0,208.0,0.0,126.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,548.0
Guarda-Mor,82.0,0.0,0.0,201.0,452.0,46.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,826.0
Guaxupé,298.0,0.0,104.0,748.0,1744.0,163.0,0.0,0.0,356.0,0.0,0.0,0.0,0.0,137.0,83.0,143.0,0.0,0.0,454.0,71.0,167.0,83.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,4580.0
Guidoval,0.0,83.0,0.0,151.0,0.0,0.0,0.0,0.0,333.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589.0
Guimarânia,24.0,34.0,19.0,145.0,404.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,720.0
Guiricema,0.0,0.0,0.0,156.0,180.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404.0
Gurinhatã,46.0,0.0,0.0,81.0,322.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,504.0
Heliodora,63.0,17.0,0.0,133.0,351.0,16.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,632.0
Iapu,99.0,31.0,0.0,261.0,370.0,71.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,14.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1054.0
Ibertioga,0.0,0.0,0.0,104.0,332.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,467.0
Ibiá,110.0,165.0,0.0,571.0,1039.0,137.0,101.0,77.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2330.0
Ibiaí,132.0,20.0,0.0,231.0,368.0,189.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,981.0
Ibiracatu,53.0,44.0,0.0,162.0,147.0,119.0,96.0,52.0,46.0,0.0,0.0,0.0,0.0,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,755.0
Ibiraci,85.0,0.0,0.0,301.0,350.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,835.0
Ibirité,0.0,671.0,0.0,2841.0,8180.0,0.0,4143.0,0.0,0.0,0.0,0.0,0.0,0.0,238.0,41.0,354.0,0.0,0.0,623.0,46.0,184.0,151.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,17691.0
Ibitiúra de Minas,57.0,0.0,0.0,73.0,200.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0
Ibituruna,0.0,82.0,0.0,59.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,326.0
Icaraí de Minas,99.0,0.0,0.0,302.0,301.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,882.0
Igarapé,254.0,531.0,0.0,938.0,2268.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,94.0,67.0,83.0,0.0,0.0,0.0,8.0,0.0,24.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,4444.0
Igaratinga,0.0,105.0,0.0,256.0,532.0,89.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1069.0
Iguatama,34.0,0.0,0.0,113.0,270.0,13.0,0.0,0.0,92.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0
Ijaci,0.0,0.0,0.0,155.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.0
Ilicínea,55.0,20.0,0.0,213.0,461.0,0.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,11.0,0.0,0.0,0.0,108.0,0.0,49.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1338.0
Imbé de Minas,0.0,0.0,0.0,147.0,281.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634.0
Inconfidentes,40.0,52.0,0.0,144.0,278.0,63.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629.0
Indaiabira,125.0,0.0,0.0,161.0,187.0,170.0,0.0,82.0,15.0,0.0,0.0,0.0,0.0,3.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0
Indianópolis,93.0,19.0,0.0,162.0,369.0,90.0,315.0,75.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1131.0
Ingaí,0.0,22.0,0.0,64.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0
Inhapim,141.0,0.0,0.0,478.0,311.0,540.0,0.0,75.0,46.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,1656.0
Inhaúma,0.0,58.0,0.0,153.0,364.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,694.0
Inimutaba,0.0,69.0,0.0,149.0,262.0,37.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,698.0
Ipaba,0.0,0.0,0.0,459.0,659.0,40.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,5.0,0.0,0.0,0.0,60.0,0.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1259.0
Ipanema,100.0,0.0,0.0,363.0,532.0,78.0,256.0,41.0,100.0,0.0,0.0,0.0,0.0,24.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1538.0
Ipatinga,417.0,0.0,9.0,2713.0,5661.0,26.0,4495.0,0.0,4442.0,0.0,0.0,0.0,0.0,363.0,235.0,1202.0,0.0,0.0,2078.0,0.0,10.0,1001.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,22790.0
Ipiaçu,53.0,36.0,0.0,81.0,205.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,561.0
Ipuiúna,144.0,0.0,0.0,183.0,440.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,890.0
Iraí de Minas,110.0,0.0,80.0,82.0,408.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,795.0
Itabira,285.0,0.0,0.0,1914.0,4722.0,303.0,1299.0,0.0,15.0,0.0,0.0,0.0,0.0,233.0,128.0,176.0,0.0,0.0,708.0,65.0,0.0,90.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,10086.0
Itabirinha,25.0,62.0,0.0,289.0,508.0,141.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1104.0
Itabirito,413.0,242.0,0.0,1062.0,2209.0,115.0,1701.0,0.0,255.0,0.0,0.0,0.0,0.0,54.0,18.0,244.0,0.0,0.0,74.0,33.0,0.0,62.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,6570.0
Itacambira,0.0,62.0,0.0,87.0,167.0,34.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387.0
Itacarambi,430.0,0.0,358.0,164.0,1036.0,173.0,943.0,140.0,0.0,0.0,0.0,0.0,0.0,38.0,7.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,3500.0
Itaguara,0.0,0.0,0.0,240.0,393.0,66.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,28.0,16.0,13.0,0.0,0.0,100.0,0.0,0.0,27.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1002.0
Itaipé,0.0,0.0,0.0,127.0,266.0,454.0,507.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,9.0,79.0,0.0,0.0,116.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1612.0
Itajubá,760.0,0.0,0.0,1549.0,3024.0,362.0,0.0,0.0,316.0,0.0,0.0,0.0,0.0,189.0,160.0,44.0,0.0,0.0,284.0,0.0,0.0,0.0,204.0,0.0,0.0,0.0,0.0,0.0,0.0,6892.0
Itamarandiba,447.0,58.0,0.0,828.0,862.0,289.0,251.0,78.0,297.0,0.0,0.0,0.0,0.0,41.0,0.0,101.0,0.0,60.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3317.0
Itamarati de Minas,29.0,43.0,0.0,114.0,180.0,23.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,611.0
Itambacuri,176.0,95.0,199.0,364.0,77.0,230.0,155.0,387.0,479.0,0.0,0.0,0.0,0.0,29.0,0.0,23.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2217.0
Itambé do Mato Dentro,0.0,0.0,0.0,45.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0
Itamogi,105.0,0.0,35.0,226.0,344.0,0.0,0.0,0.0,231.0,0.0,0.0,0.0,0.0,34.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,991.0
Itamonte,33.0,0.0,0.0,267.0,674.0,133.0,179.0,50.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,0.0,62.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.0
Itanhandu,173.0,72.0,76.0,166.0,465.0,1.0,0.0,0.0,87.0,0.0,0.0,0.0,0.0,7.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0
Itanhomi,263.0,34.0,0.0,341.0,746.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1447.0
Itaobim,0.0,236.0,0.0,429.0,451.0,307.0,177.0,126.0,0.0,0.0,0.0,0.0,0.0,42.0,25.0,91.0,0.0,0.0,0.0,34.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1955.0
Itapagipe,219.0,0.0,94.0,179.0,568.0,15.0,0.0,19.0,90.0,0.0,0.0,0.0,0.0,40.0,39.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.0
Itapecerica,24.0,0.0,0.0,352.0,438.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,4.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,928.0
Itapeva,141.0,0.0,121.0,171.0,479.0,191.0,241.0,237.0,19.0,0.0,0.0,0.0,0.0,18.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1637.0
Itatiaiuçu,0.0,46.0,0.0,313.0,336.0,117.0,237.0,128.0,223.0,0.0,0.0,0.0,0.0,34.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1506.0
Itaú de Minas,65.0,102.0,89.0,225.0,858.0,0.0,646.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,2063.0
Itaúna,368.0,0.0,78.0,1307.0,1726.0,177.0,334.0,0.0,856.0,0.0,0.0,0.0,0.0,90.0,76.0,37.0,0.0,0.0,215.0,15.0,32.0,30.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,5544.0
Itaverava,0.0,39.0,0.0,107.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0
Itinga,0.0,16.0,0.0,365.0,104.0,145.0,0.0,3.0,617.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1262.0
Itueta,42.0,0.0,0.0,124.0,137.0,120.0,114.0,73.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,612.0
Ituiutaba,169.0,64.0,381.0,1009.0,2213.0,150.0,1260.0,95.0,542.0,0.0,0.0,0.0,0.0,292.0,127.0,204.0,0.0,0.0,958.0,2.0,395.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7865.0
Itumirim,0.0,0.0,0.0,153.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375.0
Iturama,219.0,18.0,0.0,784.0,1842.0,0.0,330.0,36.0,195.0,0.0,0.0,0.0,0.0,148.0,53.0,70.0,0.0,0.0,181.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3914.0
Itutinga,0.0,49.0,0.0,82.0,133.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,368.0
Jaboticatubas,0.0,0.0,0.0,355.0,977.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1569.0
